periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EarnS,sEarnS
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,3,4291,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,4,7249,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,4,4606,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,1,7345,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,1,4699,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,2,6880,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,2,4530,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,3,6732,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,3,4498,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,4,7571,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2019,4,4856,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,1,7988,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,1,5201,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,2,7139,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,2,4752,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,3,7508,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,3,5001,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,9104,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2020,4,5787,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,1,8517,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,1,5429,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,8357,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,2,5483,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,3,8475,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,3,5453,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,9725,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2021,4,6093,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,1,8701,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,1,5692,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,2,8359,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,2,5644,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,3,8227,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,3,5765,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,4,,-1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2022,4,,-1
